,NRI_ObjectID,National Risk Index ID,State Name,State Name Abbreviation,County Name,Census Tract,Population (2020),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Expected Annual Loss Rate - National Percentile
975,73963,T48201550303,Texas,TX,Harris,550303,4077,0.57,17,0.18,87.12
976,73964,T48201550304,Texas,TX,Harris,550304,2192,0.65,17,0.18,87.28
977,73965,T48201550305,Texas,TX,Harris,550305,3512,0.93,16,0.18,87.93
978,73966,T48201550306,Texas,TX,Harris,550306,4780,0.84,16,0.18,87.8
979,73967,T48201550307,Texas,TX,Harris,550307,2429,1.07,16,0.18,87.04
980,73968,T48201550308,Texas,TX,Harris,550308,3511,0.55,16,0.18,87.41
981,73969,T48201550403,Texas,TX,Harris,550403,3869,0.64,17,0.18,88.02
982,73970,T48201550404,Texas,TX,Harris,550404,6266,1.18,17,0.18,87.7
983,73971,T48201550405,Texas,TX,Harris,550405,6564,1.49,17,0.18,87.6
984,73972,T48201550406,Texas,TX,Harris,550406,3689,1.26,17,0.18,87.65
985,73973,T48201550407,Texas,TX,Harris,550407,4945,1.17,17,0.18,87.17
986,73974,T48201550500,Texas,TX,Harris,550500,6104,1.71,17,0.18,87.14
987,73975,T48201550601,Texas,TX,Harris,550601,6673,0.79,17,0.18,87.17
988,73976,T48201550602,Texas,TX,Harris,550602,2986,0.44,16,0.18,87.9
989,73977,T48201550603,Texas,TX,Harris,550603,5708,0.68,17,0.18,87.19
990,73978,T48201550700,Texas,TX,Harris,550700,3864,2.37,18,0.17,86.43
991,73979,T48201550800,Texas,TX,Harris,550800,3523,0.78,18,0.18,87.08
992,73980,T48201550901,Texas,TX,Harris,550901,5215,0.65,17,0.18,87.14
993,73981,T48201550902,Texas,TX,Harris,550902,4211,0.59,17,0.18,87.13
994,73982,T48201551000,Texas,TX,Harris,551000,3275,0.43,17,0.18,87.01
995,73983,T48201551101,Texas,TX,Harris,551101,4492,0.71,16,0.18,86.93
996,73984,T48201551102,Texas,TX,Harris,551102,6590,1.09,16,0.18,87.78
997,73985,T48201551201,Texas,TX,Harris,551201,4538,0.78,17,0.17,85.96
998,73986,T48201551202,Texas,TX,Harris,551202,3082,0.61,17,0.17,86.09
999,73987,T48201551300,Texas,TX,Harris,551300,3957,0.77,17,0.17,86.17
1000,73988,T48201551400,Texas,TX,Harris,551400,5163,3.1,17,0.17,86.24
1001,73989,T48201551501,Texas,TX,Harris,551501,4080,1.51,17,0.17,86.02
1002,73990,T48201551502,Texas,TX,Harris,551502,4573,2.38,17,0.17,85.98
1003,73991,T48201551601,Texas,TX,Harris,551601,3094,0.54,15,0.17,86.51
1004,73992,T48201551602,Texas,TX,Harris,551602,5225,0.66,15,0.17,85.99
1005,73993,T48201551702,Texas,TX,Harris,551702,3724,0.81,15,0.17,85.9
1006,73994,T48201551703,Texas,TX,Harris,551703,7829,1.21,14,0.17,86.12
1007,73995,T48201551704,Texas,TX,Harris,551704,3870,0.83,15,0.17,86.26
1008,73996,T48201551705,Texas,TX,Harris,551705,5562,0.93,14,0.17,86.63
1009,73997,T48201551800,Texas,TX,Harris,551800,4285,2.48,15,0.17,86.16
1010,73998,T48201551901,Texas,TX,Harris,551901,2065,0.15,15,0.17,86.41
1011,73999,T48201551902,Texas,TX,Harris,551902,4033,0.55,15,0.17,86.51
1012,74000,T48201552002,Texas,TX,Harris,552002,1591,0.65,15,0.17,86.29
1013,74001,T48201552003,Texas,TX,Harris,552003,4374,1.04,16,0.17,86.34
1014,74002,T48201552004,Texas,TX,Harris,552004,4260,0.68,15,0.17,86.41
1015,74003,T48201552101,Texas,TX,Harris,552101,4285,0.92,16,0.17,85.97
1016,74004,T48201552102,Texas,TX,Harris,552102,5999,1.24,15,0.17,86.38
1017,74005,T48201552103,Texas,TX,Harris,552103,3260,0.61,15,0.17,86.05
1018,74006,T48201552200,Texas,TX,Harris,552200,8098,3.91,18,0.17,86
1019,74007,T48201552301,Texas,TX,Harris,552301,4360,1.68,15,0.17,86.09
1020,74008,T48201552303,Texas,TX,Harris,552303,2740,0.45,15,0.17,86.17
1021,74009,T48201552304,Texas,TX,Harris,552304,1911,0.96,15,0.17,86.29
1022,74010,T48201552401,Texas,TX,Harris,552401,4314,1,15,0.17,86.42
1023,74011,T48201552402,Texas,TX,Harris,552402,2562,1.38,15,0.17,86.32
1024,74012,T48201552501,Texas,TX,Harris,552501,3904,1.04,15,0.17,86.06
1025,74013,T48201552502,Texas,TX,Harris,552502,6907,1.1,15,0.17,86.54
1026,74014,T48201552602,Texas,TX,Harris,552602,7849,2.05,15,0.17,86.5
1027,74015,T48201552603,Texas,TX,Harris,552603,3633,0.56,15,0.17,86.3
1028,74016,T48201552604,Texas,TX,Harris,552604,2361,0.58,15,0.17,86.37
1029,74017,T48201552701,Texas,TX,Harris,552701,3506,0.82,16,0.17,86.21
1030,74018,T48201552702,Texas,TX,Harris,552702,5031,1.13,16,0.17,85.91
1031,74019,T48201552801,Texas,TX,Harris,552801,5049,1.41,17,0.17,85.84
1032,74020,T48201552802,Texas,TX,Harris,552802,4343,1.13,17,0.17,85.88
1033,74021,T48201552901,Texas,TX,Harris,552901,5041,0.76,16,0.17,86.03
1034,74022,T48201552902,Texas,TX,Harris,552902,4038,1.14,17,0.17,85.98
1035,74023,T48201553001,Texas,TX,Harris,553001,6399,1.85,15,0.17,86.69
1036,74024,T48201553002,Texas,TX,Harris,553002,4566,1.81,15,0.18,86.9
1037,74025,T48201553101,Texas,TX,Harris,553101,3479,0.74,16,0.18,87.37
1038,74026,T48201553102,Texas,TX,Harris,553102,3667,0.59,16,0.18,87.32
1039,74027,T48201553201,Texas,TX,Harris,553201,2873,0.9,16,0.18,87.4
1040,74028,T48201553202,Texas,TX,Harris,553202,4460,0.77,17,0.18,87.63
1041,74029,T48201553300,Texas,TX,Harris,553300,5394,0.54,17,0.18,87.76
1042,74030,T48201553401,Texas,TX,Harris,553401,4556,1.49,17,0.18,87.18
1043,74031,T48201553403,Texas,TX,Harris,553403,8289,2.6,17,0.18,86.97
1044,74032,T48201553404,Texas,TX,Harris,553404,3188,0.79,16,0.18,87.68
1045,74033,T48201553405,Texas,TX,Harris,553405,5610,1.3,17,0.18,87.04
1046,74034,T48201553500,Texas,TX,Harris,553500,7453,1.39,15,0.18,87.49
1047,74035,T48201553601,Texas,TX,Harris,553601,4673,1.15,15,0.17,86.48
1048,74036,T48201553602,Texas,TX,Harris,553602,2594,0.74,15,0.18,86.94
1049,74037,T48201553700,Texas,TX,Harris,553700,4384,1.23,15,0.17,86.04
1050,74038,T48201553801,Texas,TX,Harris,553801,2950,1.44,15,0.17,86.34
1051,74039,T48201553803,Texas,TX,Harris,553803,4621,1.05,15,0.17,86.05
1052,74040,T48201553804,Texas,TX,Harris,553804,6314,1.07,16,0.17,86.45
1053,74041,T48201553901,Texas,TX,Harris,553901,5709,1.51,16,0.17,85.88
1054,74042,T48201554001,Texas,TX,Harris,554001,3555,1.32,16,0.17,86.04
1055,74043,T48201554002,Texas,TX,Harris,554002,4356,1.69,16,0.17,85.97
1056,74044,T48201554103,Texas,TX,Harris,554103,5886,1.05,15,0.17,86.45
1057,74045,T48201554104,Texas,TX,Harris,554104,3576,0.71,15,0.17,86.13
1058,74046,T48201554201,Texas,TX,Harris,554201,5409,1.11,15,0.17,86.06
1059,74047,T48201554202,Texas,TX,Harris,554202,3662,1.67,15,0.17,85.94
1060,74048,T48201554301,Texas,TX,Harris,554301,7275,2.17,15,0.17,86.28
1061,74049,T48201554302,Texas,TX,Harris,554302,4768,2.31,15,0.17,85.87
1062,74050,T48201554404,Texas,TX,Harris,554404,5037,2.36,15,0.17,86.35
1063,74051,T48201554405,Texas,TX,Harris,554405,8176,1.56,16,0.17,86.48
1064,74052,T48201554406,Texas,TX,Harris,554406,5801,2.65,16,0.17,85.99
1065,74053,T48201554407,Texas,TX,Harris,554407,6693,2.56,16,0.17,86.08
1066,74054,T48201554408,Texas,TX,Harris,554408,9004,3.04,15,0.17,85.93
1067,74055,T48201554409,Texas,TX,Harris,554409,6559,2.11,16,0.17,86.06
1068,74056,T48201554410,Texas,TX,Harris,554410,3600,1.42,16,0.17,86.25
1069,74057,T48201554501,Texas,TX,Harris,554501,7183,4.83,15,0.17,85.96
1070,74058,T48201554502,Texas,TX,Harris,554502,6266,1.81,15,0.17,85.93
1071,74059,T48201554600,Texas,TX,Harris,554600,4649,1.43,15,0.17,85.97
1072,74060,T48201554701,Texas,TX,Harris,554701,2900,0.58,14,0.17,86.02
1073,74061,T48201554702,Texas,TX,Harris,554702,4857,1.21,14,0.17,86.36
1074,74062,T48201554803,Texas,TX,Harris,554803,6935,6.19,15,0.17,86.4
1075,74063,T48201554804,Texas,TX,Harris,554804,4903,3.34,15,0.17,85.98
1076,74064,T48201554805,Texas,TX,Harris,554805,8302,1.54,15,0.17,86.42
1077,74065,T48201554806,Texas,TX,Harris,554806,2208,1.75,15,0.17,86.34
1078,74066,T48201554807,Texas,TX,Harris,554807,7270,2.24,15,0.17,86.36
1079,74067,T48201554808,Texas,TX,Harris,554808,2940,0.81,15,0.17,86.35
1080,74068,T48201554809,Texas,TX,Harris,554809,10405,2.95,15,0.17,85.96
1081,74069,T48201554902,Texas,TX,Harris,554902,10035,4.98,15,0.17,86.36
1082,74070,T48201554904,Texas,TX,Harris,554904,3818,0.71,15,0.17,86.33
1083,74071,T48201554905,Texas,TX,Harris,554905,6847,3.9,15,0.17,85.88
1084,74072,T48201554906,Texas,TX,Harris,554906,4021,0.77,15,0.17,86.42
1085,74073,T48201554907,Texas,TX,Harris,554907,4507,1.24,15,0.17,86.31
1086,74074,T48201554908,Texas,TX,Harris,554908,7508,2.18,15,0.17,86.43
1087,74075,T48201555001,Texas,TX,Harris,555001,2442,0.76,17,0.18,87.25
1088,74076,T48201555002,Texas,TX,Harris,555002,5234,1.4,15,0.18,86.88
1089,74077,T48201555101,Texas,TX,Harris,555101,5029,1.36,15,0.18,86.95
1090,74078,T48201555102,Texas,TX,Harris,555102,5860,1.59,17,0.18,87.03
1091,74079,T48201555200,Texas,TX,Harris,555200,10459,7.32,17,0.18,86.87
1092,74080,T48201555301,Texas,TX,Harris,555301,4749,2.77,15,0.16,85.9
1093,74081,T48201555303,Texas,TX,Harris,555303,13791,8.3,16,0.15,85.04
1094,74082,T48201555304,Texas,TX,Harris,555304,8657,2.6,15,0.16,85.28
1095,74083,T48201555305,Texas,TX,Harris,555305,12469,4.75,15,0.13,84.4
1096,74084,T48201555401,Texas,TX,Harris,555401,3032,5.27,15,0.17,85.81
1097,74085,T48201555403,Texas,TX,Harris,555403,4424,2.69,14,0.17,86.34
1098,74086,T48201555404,Texas,TX,Harris,555404,4101,2.87,15,0.17,86.19
1099,74087,T48201555501,Texas,TX,Harris,555501,5494,16.69,16,0.17,86
1100,74088,T48201555503,Texas,TX,Harris,555503,15081,9.19,16,0.17,86.3
1101,74089,T48201555504,Texas,TX,Harris,555504,7443,1.21,14,0.17,85.95
1102,74090,T48201555505,Texas,TX,Harris,555505,11289,2.94,15,0.17,86.41
1103,74091,T48201555600,Texas,TX,Harris,555600,6732,21.42,16,0.17,86.37
1104,74092,T48201555701,Texas,TX,Harris,555701,10967,4.21,16,0.17,86.39
1105,74093,T48201555703,Texas,TX,Harris,555703,6793,1.5,16,0.17,86.26
1106,74094,T48201555704,Texas,TX,Harris,555704,7868,3.09,17,0.17,85.89
1107,74095,T48201556000,Texas,TX,Harris,556000,12451,52.61,18,0.17,85.86
1108,74096,T48201556100,Texas,TX,Harris,556100,3767,0.83,16,0.17,86.08
1109,74097,T48201980000,Texas,TX,Harris,980000,20,2.17,20,0.21,88.19
1110,74098,T48201980100,Texas,TX,Harris,980100,0,11.89,21,0.18,86.78
1111,74099,T48201980200,Texas,TX,Harris,980200,8296,0.27,20,0.18,88.47
1112,74100,T48201980300,Texas,TX,Harris,980300,2849,0.47,20,0.18,87.57
1113,74101,T48201980400,Texas,TX,Harris,980400,3751,0.52,19,0.18,87.16
1114,74102,T48201980700,Texas,TX,Harris,980700,2299,0.51,20,0.18,87.35
